
=== 西瓜信息表 (watermelon_data) ===
设备编号	采集时间戳	糖度(Brix)	成熟度	信息
1001-01-01	1778307000	11.59	0.927	{"clr": 6320, "nir": 13640, "c415": 5320, "c445": 5420, "c480": 5520, "c515": 5620, "c555": 5720, "c595": 5820, "c640": 5920, "c680": 6020}
1001-01-01	1778306700	11.55	0.924	{"clr": 6315, "nir": 13630, "c415": 5315, "c445": 5415, "c480": 5515, "c515": 5615, "c555": 5715, "c595": 5815, "c640": 5915, "c680": 6015}
1001-01-01	1778306400	11.72	0.938	{"clr": 6310, "nir": 13620, "c415": 5310, "c445": 5410, "c480": 5510, "c515": 5610, "c555": 5710, "c595": 5810, "c640": 5910, "c680": 6010}
1001-01-01	1778306100	11.38	0.910	{"clr": 6305, "nir": 13610, "c415": 5305, "c445": 5405, "c480": 5505, "c515": 5605, "c555": 5705, "c595": 5805, "c640": 5905, "c680": 6005}
1001-01-01	1778305800	11.42	0.914	{"clr": 6300, "nir": 13600, "c415": 5300, "c445": 5400, "c480": 5500, "c515": 5600, "c555": 5700, "c595": 5800, "c640": 5900, "c680": 6000}
1001-01-01	1778305500	11.59	0.927	{"clr": 6295, "nir": 13590, "c415": 5295, "c445": 5395, "c480": 5495, "c515": 5595, "c555": 5695, "c595": 5795, "c640": 5895, "c680": 5995}
1001-01-01	1778305200	11.47	0.918	{"clr": 6290, "nir": 13580, "c415": 5290, "c445": 5390, "c480": 5490, "c515": 5590, "c555": 5690, "c595": 5790, "c640": 5890, "c680": 5990}
1001-01-01	1778304900	11.62	0.930	{"clr": 6285, "nir": 13570, "c415": 5285, "c445": 5385, "c480": 5485, "c515": 5585, "c555": 5685, "c595": 5785, "c640": 5885, "c680": 5985}
1001-01-01	1778304600	11.36	0.909	{"clr": 6280, "nir": 13560, "c415": 5280, "c445": 5380, "c480": 5480, "c515": 5580, "c555": 5680, "c595": 5780, "c640": 5880, "c680": 5980}
1001-01-01	1778304300	11.69	0.935	{"clr": 6275, "nir": 13550, "c415": 5275, "c445": 5375, "c480": 5475, "c515": 5575, "c555": 5675, "c595": 5775, "c640": 5875, "c680": 5975}
1001-01-01	1778304000	11.39	0.911	{"clr": 6270, "nir": 13540, "c415": 5270, "c445": 5370, "c480": 5470, "c515": 5570, "c555": 5670, "c595": 5770, "c640": 5870, "c680": 5970}
1001-01-01	1778303700	11.58	0.926	{"clr": 6265, "nir": 13530, "c415": 5265, "c445": 5365, "c480": 5465, "c515": 5565, "c555": 5665, "c595": 5765, "c640": 5865, "c680": 5965}
1001-01-01	1778303400	11.33	0.906	{"clr": 6260, "nir": 13520, "c415": 5260, "c445": 5360, "c480": 5460, "c515": 5560, "c555": 5660, "c595": 5760, "c640": 5860, "c680": 5960}
1001-01-01	1778303100	11.52	0.922	{"clr": 6255, "nir": 13510, "c415": 5255, "c445": 5355, "c480": 5455, "c515": 5555, "c555": 5655, "c595": 5755, "c640": 5855, "c680": 5955}
1001-01-01	1778302800	11.39	0.911	{"clr": 6250, "nir": 13500, "c415": 5250, "c445": 5350, "c480": 5450, "c515": 5550, "c555": 5650, "c595": 5750, "c640": 5850, "c680": 5950}
1001-01-01	1778302500	11.51	0.921	{"clr": 6245, "nir": 13490, "c415": 5245, "c445": 5345, "c480": 5445, "c515": 5545, "c555": 5645, "c595": 5745, "c640": 5845, "c680": 5945}
1001-01-01	1778302200	11.49	0.919	{"clr": 6240, "nir": 13480, "c415": 5240, "c445": 5340, "c480": 5440, "c515": 5540, "c555": 5640, "c595": 5740, "c640": 5840, "c680": 5940}
1001-01-01	1778301900	11.68	0.934	{"clr": 6235, "nir": 13470, "c415": 5235, "c445": 5335, "c480": 5435, "c515": 5535, "c555": 5635, "c595": 5735, "c640": 5835, "c680": 5935}
1001-01-01	1778301600	11.46	0.917	{"clr": 6230, "nir": 13460, "c415": 5230, "c445": 5330, "c480": 5430, "c515": 5530, "c555": 5630, "c595": 5730, "c640": 5830, "c680": 5930}
1001-01-01	1778301300	11.59	0.927	{"clr": 6225, "nir": 13450, "c415": 5225, "c445": 5325, "c480": 5425, "c515": 5525, "c555": 5625, "c595": 5725, "c640": 5825, "c680": 5925}
1001-01-01	1778301000	11.59	0.927	{"clr": 6220, "nir": 13440, "c415": 5220, "c445": 5320, "c480": 5420, "c515": 5520, "c555": 5620, "c595": 5720, "c640": 5820, "c680": 5920}
1001-01-01	1778300700	11.56	0.925	{"clr": 6215, "nir": 13430, "c415": 5215, "c445": 5315, "c480": 5415, "c515": 5515, "c555": 5615, "c595": 5715, "c640": 5815, "c680": 5915}
1001-01-01	1778300400	11.65	0.932	{"clr": 6210, "nir": 13420, "c415": 5210, "c445": 5310, "c480": 5410, "c515": 5510, "c555": 5610, "c595": 5710, "c640": 5810, "c680": 5910}
1001-01-01	1778300100	11.27	0.902	{"clr": 6205, "nir": 13410, "c415": 5205, "c445": 5305, "c480": 5405, "c515": 5505, "c555": 5605, "c595": 5705, "c640": 5805, "c680": 5905}
1001-01-01	1778299800	11.27	0.902	{"clr": 6200, "nir": 13400, "c415": 5200, "c445": 5300, "c480": 5400, "c515": 5500, "c555": 5600, "c595": 5700, "c640": 5800, "c680": 5900}
1001-01-01	1778299500	11.27	0.902	{"clr": 6195, "nir": 13390, "c415": 5195, "c445": 5295, "c480": 5395, "c515": 5495, "c555": 5595, "c595": 5695, "c640": 5795, "c680": 5895}
1001-01-01	1778299200	11.41	0.913	{"clr": 6190, "nir": 13380, "c415": 5190, "c445": 5290, "c480": 5390, "c515": 5490, "c555": 5590, "c595": 5690, "c640": 5790, "c680": 5890}
1001-01-01	1778298900	11.63	0.930	{"clr": 6185, "nir": 13370, "c415": 5185, "c445": 5285, "c480": 5385, "c515": 5485, "c555": 5585, "c595": 5685, "c640": 5785, "c680": 5885}
1001-01-01	1778298600	11.44	0.915	{"clr": 6180, "nir": 13360, "c415": 5180, "c445": 5280, "c480": 5380, "c515": 5480, "c555": 5580, "c595": 5680, "c640": 5780, "c680": 5880}
1001-01-01	1778298300	11.43	0.914	{"clr": 6175, "nir": 13350, "c415": 5175, "c445": 5275, "c480": 5375, "c515": 5475, "c555": 5575, "c595": 5675, "c640": 5775, "c680": 5875}
1001-01-01	1778298000	11.63	0.930	{"clr": 6170, "nir": 13340, "c415": 5170, "c445": 5270, "c480": 5370, "c515": 5470, "c555": 5570, "c595": 5670, "c640": 5770, "c680": 5870}
1001-01-01	1778297700	11.28	0.902	{"clr": 6165, "nir": 13330, "c415": 5165, "c445": 5265, "c480": 5365, "c515": 5465, "c555": 5565, "c595": 5665, "c640": 5765, "c680": 5865}
1001-01-01	1778297400	11.31	0.905	{"clr": 6160, "nir": 13320, "c415": 5160, "c445": 5260, "c480": 5360, "c515": 5460, "c555": 5560, "c595": 5660, "c640": 5760, "c680": 5860}
1001-01-01	1778297100	11.34	0.907	{"clr": 6155, "nir": 13310, "c415": 5155, "c445": 5255, "c480": 5355, "c515": 5455, "c555": 5555, "c595": 5655, "c640": 5755, "c680": 5855}
1001-01-01	1778296800	11.24	0.899	{"clr": 6150, "nir": 13300, "c415": 5150, "c445": 5250, "c480": 5350, "c515": 5450, "c555": 5550, "c595": 5650, "c640": 5750, "c680": 5850}
1001-01-01	1778296500	11.34	0.907	{"clr": 6145, "nir": 13290, "c415": 5145, "c445": 5245, "c480": 5345, "c515": 5445, "c555": 5545, "c595": 5645, "c640": 5745, "c680": 5845}
1001-01-01	1778296200	11.55	0.924	{"clr": 6140, "nir": 13280, "c415": 5140, "c445": 5240, "c480": 5340, "c515": 5440, "c555": 5540, "c595": 5640, "c640": 5740, "c680": 5840}
1001-01-01	1778295900	11.32	0.906	{"clr": 6135, "nir": 13270, "c415": 5135, "c445": 5235, "c480": 5335, "c515": 5435, "c555": 5535, "c595": 5635, "c640": 5735, "c680": 5835}
1001-01-01	1778295600	11.54	0.923	{"clr": 6130, "nir": 13260, "c415": 5130, "c445": 5230, "c480": 5330, "c515": 5430, "c555": 5530, "c595": 5630, "c640": 5730, "c680": 5830}
1001-01-01	1778295300	11.46	0.917	{"clr": 6125, "nir": 13250, "c415": 5125, "c445": 5225, "c480": 5325, "c515": 5425, "c555": 5525, "c595": 5625, "c640": 5725, "c680": 5825}
1001-01-01	1778295000	11.50	0.920	{"clr": 6120, "nir": 13240, "c415": 5120, "c445": 5220, "c480": 5320, "c515": 5420, "c555": 5520, "c595": 5620, "c640": 5720, "c680": 5820}
1001-01-01	1778294700	11.34	0.907	{"clr": 6115, "nir": 13230, "c415": 5115, "c445": 5215, "c480": 5315, "c515": 5415, "c555": 5515, "c595": 5615, "c640": 5715, "c680": 5815}
1001-01-01	1778294400	11.47	0.918	{"clr": 6110, "nir": 13220, "c415": 5110, "c445": 5210, "c480": 5310, "c515": 5410, "c555": 5510, "c595": 5610, "c640": 5710, "c680": 5810}
1001-01-01	1778294100	11.58	0.926	{"clr": 6105, "nir": 13210, "c415": 5105, "c445": 5205, "c480": 5305, "c515": 5405, "c555": 5505, "c595": 5605, "c640": 5705, "c680": 5805}
1001-01-01	1778293800	11.49	0.919	{"clr": 6100, "nir": 13200, "c415": 5100, "c445": 5200, "c480": 5300, "c515": 5400, "c555": 5500, "c595": 5600, "c640": 5700, "c680": 5800}
1001-01-01	1778293500	11.55	0.924	{"clr": 6095, "nir": 13190, "c415": 5095, "c445": 5195, "c480": 5295, "c515": 5395, "c555": 5495, "c595": 5595, "c640": 5695, "c680": 5795}
1001-01-01	1778293200	11.56	0.925	{"clr": 6090, "nir": 13180, "c415": 5090, "c445": 5190, "c480": 5290, "c515": 5390, "c555": 5490, "c595": 5590, "c640": 5690, "c680": 5790}
1001-01-01	1778292900	11.53	0.922	{"clr": 6085, "nir": 13170, "c415": 5085, "c445": 5185, "c480": 5285, "c515": 5385, "c555": 5485, "c595": 5585, "c640": 5685, "c680": 5785}
1001-01-01	1778292600	11.38	0.910	{"clr": 6080, "nir": 13160, "c415": 5080, "c445": 5180, "c480": 5280, "c515": 5380, "c555": 5480, "c595": 5580, "c640": 5680, "c680": 5780}
1001-01-01	1778292300	11.39	0.911	{"clr": 6075, "nir": 13150, "c415": 5075, "c445": 5175, "c480": 5275, "c515": 5375, "c555": 5475, "c595": 5575, "c640": 5675, "c680": 5775}
1001-01-01	1778292000	11.32	0.906	{"clr": 6070, "nir": 13140, "c415": 5070, "c445": 5170, "c480": 5270, "c515": 5370, "c555": 5470, "c595": 5570, "c640": 5670, "c680": 5770}
1001-01-01	1778291700	11.21	0.897	{"clr": 6065, "nir": 13130, "c415": 5065, "c445": 5165, "c480": 5265, "c515": 5365, "c555": 5465, "c595": 5565, "c640": 5665, "c680": 5765}
1001-01-01	1778291400	11.45	0.916	{"clr": 6060, "nir": 13120, "c415": 5060, "c445": 5160, "c480": 5260, "c515": 5360, "c555": 5460, "c595": 5560, "c640": 5660, "c680": 5760}
1001-01-01	1778291100	11.47	0.918	{"clr": 6055, "nir": 13110, "c415": 5055, "c445": 5155, "c480": 5255, "c515": 5355, "c555": 5455, "c595": 5555, "c640": 5655, "c680": 5755}
1001-01-01	1778290800	11.19	0.895	{"clr": 6050, "nir": 13100, "c415": 5050, "c445": 5150, "c480": 5250, "c515": 5350, "c555": 5450, "c595": 5550, "c640": 5650, "c680": 5750}
1001-01-01	1778290500	11.37	0.910	{"clr": 6045, "nir": 13090, "c415": 5045, "c445": 5145, "c480": 5245, "c515": 5345, "c555": 5445, "c595": 5545, "c640": 5645, "c680": 5745}
1001-01-01	1778290200	11.22	0.898	{"clr": 6040, "nir": 13080, "c415": 5040, "c445": 5140, "c480": 5240, "c515": 5340, "c555": 5440, "c595": 5540, "c640": 5640, "c680": 5740}
1001-01-01	1778289900	11.18	0.894	{"clr": 6035, "nir": 13070, "c415": 5035, "c445": 5135, "c480": 5235, "c515": 5335, "c555": 5435, "c595": 5535, "c640": 5635, "c680": 5735}
1001-01-01	1778289600	11.31	0.905	{"clr": 6030, "nir": 13060, "c415": 5030, "c445": 5130, "c480": 5230, "c515": 5330, "c555": 5430, "c595": 5530, "c640": 5630, "c680": 5730}
1001-01-01	1778289300	11.41	0.913	{"clr": 6025, "nir": 13050, "c415": 5025, "c445": 5125, "c480": 5225, "c515": 5325, "c555": 5425, "c595": 5525, "c640": 5625, "c680": 5725}
1001-01-01	1778289000	11.38	0.910	{"clr": 6020, "nir": 13040, "c415": 5020, "c445": 5120, "c480": 5220, "c515": 5320, "c555": 5420, "c595": 5520, "c640": 5620, "c680": 5720}
1001-01-01	1778288700	11.18	0.894	{"clr": 6015, "nir": 13030, "c415": 5015, "c445": 5115, "c480": 5215, "c515": 5315, "c555": 5415, "c595": 5515, "c640": 5615, "c680": 5715}
1001-01-01	1778288400	11.26	0.901	{"clr": 6010, "nir": 13020, "c415": 5010, "c445": 5110, "c480": 5210, "c515": 5310, "c555": 5410, "c595": 5510, "c640": 5610, "c680": 5710}
1001-01-01	1778288100	11.32	0.906	{"clr": 6005, "nir": 13010, "c415": 5005, "c445": 5105, "c480": 5205, "c515": 5305, "c555": 5405, "c595": 5505, "c640": 5605, "c680": 5705}
1001-01-01	1778287800	11.40	0.912	{"clr": 6000, "nir": 13000, "c415": 5000, "c445": 5100, "c480": 5200, "c515": 5300, "c555": 5400, "c595": 5500, "c640": 5600, "c680": 5700}
1001-01-01	1778287500	11.51	0.921	{"clr": 5995, "nir": 12990, "c415": 4995, "c445": 5095, "c480": 5195, "c515": 5295, "c555": 5395, "c595": 5495, "c640": 5595, "c680": 5695}
1001-01-01	1778287200	11.39	0.911	{"clr": 5990, "nir": 12980, "c415": 4990, "c445": 5090, "c480": 5190, "c515": 5290, "c555": 5390, "c595": 5490, "c640": 5590, "c680": 5690}
1001-01-01	1778286900	11.44	0.915	{"clr": 5985, "nir": 12970, "c415": 4985, "c445": 5085, "c480": 5185, "c515": 5285, "c555": 5385, "c595": 5485, "c640": 5585, "c680": 5685}
1001-01-01	1778286600	11.30	0.904	{"clr": 5980, "nir": 12960, "c415": 4980, "c445": 5080, "c480": 5180, "c515": 5280, "c555": 5380, "c595": 5480, "c640": 5580, "c680": 5680}
1001-01-01	1778286300	11.44	0.915	{"clr": 5975, "nir": 12950, "c415": 4975, "c445": 5075, "c480": 5175, "c515": 5275, "c555": 5375, "c595": 5475, "c640": 5575, "c680": 5675}
1001-01-01	1778286000	11.17	0.894	{"clr": 5970, "nir": 12940, "c415": 4970, "c445": 5070, "c480": 5170, "c515": 5270, "c555": 5370, "c595": 5470, "c640": 5570, "c680": 5670}
1001-01-01	1778285700	11.24	0.899	{"clr": 5965, "nir": 12930, "c415": 4965, "c445": 5065, "c480": 5165, "c515": 5265, "c555": 5365, "c595": 5465, "c640": 5565, "c680": 5665}
1001-01-01	1778285400	11.44	0.915	{"clr": 5960, "nir": 12920, "c415": 4960, "c445": 5060, "c480": 5160, "c515": 5260, "c555": 5360, "c595": 5460, "c640": 5560, "c680": 5660}
1001-01-01	1778285100	11.47	0.918	{"clr": 5955, "nir": 12910, "c415": 4955, "c445": 5055, "c480": 5155, "c515": 5255, "c555": 5355, "c595": 5455, "c640": 5555, "c680": 5655}
1001-01-01	1778284800	11.20	0.896	{"clr": 5950, "nir": 12900, "c415": 4950, "c445": 5050, "c480": 5150, "c515": 5250, "c555": 5350, "c595": 5450, "c640": 5550, "c680": 5650}
1001-01-01	1778284500	11.28	0.902	{"clr": 5945, "nir": 12890, "c415": 4945, "c445": 5045, "c480": 5145, "c515": 5245, "c555": 5345, "c595": 5445, "c640": 5545, "c680": 5645}
1001-01-01	1778284200	11.48	0.918	{"clr": 5940, "nir": 12880, "c415": 4940, "c445": 5040, "c480": 5140, "c515": 5240, "c555": 5340, "c595": 5440, "c640": 5540, "c680": 5640}
1001-01-01	1778283900	11.14	0.891	{"clr": 5935, "nir": 12870, "c415": 4935, "c445": 5035, "c480": 5135, "c515": 5235, "c555": 5335, "c595": 5435, "c640": 5535, "c680": 5635}
1001-01-01	1778283600	11.31	0.905	{"clr": 5930, "nir": 12860, "c415": 4930, "c445": 5030, "c480": 5130, "c515": 5230, "c555": 5330, "c595": 5430, "c640": 5530, "c680": 5630}
1001-01-01	1778283300	11.17	0.894	{"clr": 5925, "nir": 12850, "c415": 4925, "c445": 5025, "c480": 5125, "c515": 5225, "c555": 5325, "c595": 5425, "c640": 5525, "c680": 5625}
1001-01-01	1778283000	11.14	0.891	{"clr": 5920, "nir": 12840, "c415": 4920, "c445": 5020, "c480": 5120, "c515": 5220, "c555": 5320, "c595": 5420, "c640": 5520, "c680": 5620}
1001-01-01	1778282700	11.28	0.902	{"clr": 5915, "nir": 12830, "c415": 4915, "c445": 5015, "c480": 5115, "c515": 5215, "c555": 5315, "c595": 5415, "c640": 5515, "c680": 5615}
1001-01-01	1778282400	11.13	0.890	{"clr": 5910, "nir": 12820, "c415": 4910, "c445": 5010, "c480": 5110, "c515": 5210, "c555": 5310, "c595": 5410, "c640": 5510, "c680": 5610}
1001-01-01	1778282100	11.48	0.918	{"clr": 5905, "nir": 12810, "c415": 4905, "c445": 5005, "c480": 5105, "c515": 5205, "c555": 5305, "c595": 5405, "c640": 5505, "c680": 5605}
1001-01-01	1778281800	11.46	0.917	{"clr": 5900, "nir": 12800, "c415": 4900, "c445": 5000, "c480": 5100, "c515": 5200, "c555": 5300, "c595": 5400, "c640": 5500, "c680": 5600}
1001-01-01	1778281500	11.32	0.906	{"clr": 5895, "nir": 12790, "c415": 4895, "c445": 4995, "c480": 5095, "c515": 5195, "c555": 5295, "c595": 5395, "c640": 5495, "c680": 5595}
1001-01-01	1778281200	11.35	0.908	{"clr": 5890, "nir": 12780, "c415": 4890, "c445": 4990, "c480": 5090, "c515": 5190, "c555": 5290, "c595": 5390, "c640": 5490, "c680": 5590}
1001-01-01	1778280900	11.31	0.905	{"clr": 5885, "nir": 12770, "c415": 4885, "c445": 4985, "c480": 5085, "c515": 5185, "c555": 5285, "c595": 5385, "c640": 5485, "c680": 5585}
1001-01-01	1778280600	11.12	0.890	{"clr": 5880, "nir": 12760, "c415": 4880, "c445": 4980, "c480": 5080, "c515": 5180, "c555": 5280, "c595": 5380, "c640": 5480, "c680": 5580}
1001-01-01	1778280300	11.47	0.918	{"clr": 5875, "nir": 12750, "c415": 4875, "c445": 4975, "c480": 5075, "c515": 5175, "c555": 5275, "c595": 5375, "c640": 5475, "c680": 5575}
1001-01-01	1778280000	11.44	0.915	{"clr": 5870, "nir": 12740, "c415": 4870, "c445": 4970, "c480": 5070, "c515": 5170, "c555": 5270, "c595": 5370, "c640": 5470, "c680": 5570}
1001-01-01	1778279700	11.43	0.914	{"clr": 5865, "nir": 12730, "c415": 4865, "c445": 4965, "c480": 5065, "c515": 5165, "c555": 5265, "c595": 5365, "c640": 5465, "c680": 5565}
1001-01-01	1778279400	11.41	0.913	{"clr": 5860, "nir": 12720, "c415": 4860, "c445": 4960, "c480": 5060, "c515": 5160, "c555": 5260, "c595": 5360, "c640": 5460, "c680": 5560}
1001-01-01	1778279100	11.25	0.900	{"clr": 5855, "nir": 12710, "c415": 4855, "c445": 4955, "c480": 5055, "c515": 5155, "c555": 5255, "c595": 5355, "c640": 5455, "c680": 5555}
1001-01-01	1778278800	11.39	0.911	{"clr": 5850, "nir": 12700, "c415": 4850, "c445": 4950, "c480": 5050, "c515": 5150, "c555": 5250, "c595": 5350, "c640": 5450, "c680": 5550}
1001-01-01	1778278500	11.15	0.892	{"clr": 5845, "nir": 12690, "c415": 4845, "c445": 4945, "c480": 5045, "c515": 5145, "c555": 5245, "c595": 5345, "c640": 5445, "c680": 5545}
1001-01-01	1778278200	11.11	0.889	{"clr": 5840, "nir": 12680, "c415": 4840, "c445": 4940, "c480": 5040, "c515": 5140, "c555": 5240, "c595": 5340, "c640": 5440, "c680": 5540}
1001-01-01	1778277900	11.37	0.910	{"clr": 5835, "nir": 12670, "c415": 4835, "c445": 4935, "c480": 5035, "c515": 5135, "c555": 5235, "c595": 5335, "c640": 5435, "c680": 5535}
1001-01-01	1778277600	11.17	0.894	{"clr": 5830, "nir": 12660, "c415": 4830, "c445": 4930, "c480": 5030, "c515": 5130, "c555": 5230, "c595": 5330, "c640": 5430, "c680": 5530}
1001-01-01	1778277300	11.42	0.914	{"clr": 5825, "nir": 12650, "c415": 4825, "c445": 4925, "c480": 5025, "c515": 5125, "c555": 5225, "c595": 5325, "c640": 5425, "c680": 5525}
1001-01-01	1778277000	11.08	0.886	{"clr": 5820, "nir": 12640, "c415": 4820, "c445": 4920, "c480": 5020, "c515": 5120, "c555": 5220, "c595": 5320, "c640": 5420, "c680": 5520}
1001-01-01	1778276700	11.26	0.901	{"clr": 5815, "nir": 12630, "c415": 4815, "c445": 4915, "c480": 5015, "c515": 5115, "c555": 5215, "c595": 5315, "c640": 5415, "c680": 5515}
1001-01-01	1778276400	11.13	0.890	{"clr": 5810, "nir": 12620, "c415": 4810, "c445": 4910, "c480": 5010, "c515": 5110, "c555": 5210, "c595": 5310, "c640": 5410, "c680": 5510}
1001-01-01	1778276100	11.25	0.900	{"clr": 5805, "nir": 12610, "c415": 4805, "c445": 4905, "c480": 5005, "c515": 5105, "c555": 5205, "c595": 5305, "c640": 5405, "c680": 5505}
1001-01-01	1778275800	11.09	0.887	{"clr": 5800, "nir": 12600, "c415": 4800, "c445": 4900, "c480": 5000, "c515": 5100, "c555": 5200, "c595": 5300, "c640": 5400, "c680": 5500}
1001-01-01	1778275500	11.33	0.906	{"clr": 5795, "nir": 12590, "c415": 4795, "c445": 4895, "c480": 4995, "c515": 5095, "c555": 5195, "c595": 5295, "c640": 5395, "c680": 5495}
1001-01-01	1778275200	11.38	0.910	{"clr": 5790, "nir": 12580, "c415": 4790, "c445": 4890, "c480": 4990, "c515": 5090, "c555": 5190, "c595": 5290, "c640": 5390, "c680": 5490}
1001-01-01	1778274900	11.11	0.889	{"clr": 5785, "nir": 12570, "c415": 4785, "c445": 4885, "c480": 4985, "c515": 5085, "c555": 5185, "c595": 5285, "c640": 5385, "c680": 5485}
1001-01-01	1778274600	11.06	0.885	{"clr": 5780, "nir": 12560, "c415": 4780, "c445": 4880, "c480": 4980, "c515": 5080, "c555": 5180, "c595": 5280, "c640": 5380, "c680": 5480}
1001-01-01	1778274300	11.06	0.885	{"clr": 5775, "nir": 12550, "c415": 4775, "c445": 4875, "c480": 4975, "c515": 5075, "c555": 5175, "c595": 5275, "c640": 5375, "c680": 5475}
1001-01-01	1778274000	11.08	0.886	{"clr": 5770, "nir": 12540, "c415": 4770, "c445": 4870, "c480": 4970, "c515": 5070, "c555": 5170, "c595": 5270, "c640": 5370, "c680": 5470}
1001-01-01	1778273700	11.09	0.887	{"clr": 5765, "nir": 12530, "c415": 4765, "c445": 4865, "c480": 4965, "c515": 5065, "c555": 5165, "c595": 5265, "c640": 5365, "c680": 5465}
1001-01-01	1778273400	11.00	0.880	{"clr": 5760, "nir": 12520, "c415": 4760, "c445": 4860, "c480": 4960, "c515": 5060, "c555": 5160, "c595": 5260, "c640": 5360, "c680": 5460}
1001-01-01	1778273100	11.24	0.899	{"clr": 5755, "nir": 12510, "c415": 4755, "c445": 4855, "c480": 4955, "c515": 5055, "c555": 5155, "c595": 5255, "c640": 5355, "c680": 5455}
1001-01-01	1778272800	11.39	0.911	{"clr": 5750, "nir": 12500, "c415": 4750, "c445": 4850, "c480": 4950, "c515": 5050, "c555": 5150, "c595": 5250, "c640": 5350, "c680": 5450}
1001-01-01	1778272500	11.31	0.905	{"clr": 5745, "nir": 12490, "c415": 4745, "c445": 4845, "c480": 4945, "c515": 5045, "c555": 5145, "c595": 5245, "c640": 5345, "c680": 5445}
1001-01-01	1778272200	11.25	0.900	{"clr": 5740, "nir": 12480, "c415": 4740, "c445": 4840, "c480": 4940, "c515": 5040, "c555": 5140, "c595": 5240, "c640": 5340, "c680": 5440}
1001-01-01	1778271900	11.19	0.895	{"clr": 5735, "nir": 12470, "c415": 4735, "c445": 4835, "c480": 4935, "c515": 5035, "c555": 5135, "c595": 5235, "c640": 5335, "c680": 5435}
1001-01-01	1778271600	11.09	0.887	{"clr": 5730, "nir": 12460, "c415": 4730, "c445": 4830, "c480": 4930, "c515": 5030, "c555": 5130, "c595": 5230, "c640": 5330, "c680": 5430}
1001-01-01	1778271300	11.23	0.898	{"clr": 5725, "nir": 12450, "c415": 4725, "c445": 4825, "c480": 4925, "c515": 5025, "c555": 5125, "c595": 5225, "c640": 5325, "c680": 5425}
1001-01-01	1778271000	11.36	0.909	{"clr": 5720, "nir": 12440, "c415": 4720, "c445": 4820, "c480": 4920, "c515": 5020, "c555": 5120, "c595": 5220, "c640": 5320, "c680": 5420}
1001-01-01	1778270700	11.12	0.890	{"clr": 5715, "nir": 12430, "c415": 4715, "c445": 4815, "c480": 4915, "c515": 5015, "c555": 5115, "c595": 5215, "c640": 5315, "c680": 5415}
1001-01-01	1778270400	11.22	0.898	{"clr": 5710, "nir": 12420, "c415": 4710, "c445": 4810, "c480": 4910, "c515": 5010, "c555": 5110, "c595": 5210, "c640": 5310, "c680": 5410}
